Column2,Column3
1,0.110972038
2,0.110437318
3,0.109783529
4,0.10920465
5,0.108599488
6,0.108011105
7,0.107388401
8,0.106753385
9,0.106154194
10,0.105518158
11,0.104881902
12,0.104172759
13,0.10355557
14,0.102914834
15,0.102244805
16,0.101628543
17,0.100976058
18,0.100352257
19,0.099725339
20,0.099106243
21,0.09850331
22,0.097832252
23,0.09715366
24,0.096522904
25,0.095904049
26,0.095301413
27,0.094661342
28,0.093997615
29,0.093373646
30,0.092731635
31,0.09210226
32,0.091456769
33,0.090798321
34,0.090171087
35,0.089625591
36,0.088995539
37,0.088400946
38,0.087733722
39,0.08717925
40,0.086591523
41,0.085974665
42,0.085384622
43,0.084859112
44,0.084301594
45,0.083692573
46,0.083104443
47,0.082536085
48,0.081937061
49,0.081385966
50,0.08076956
51,0.080207676
52,0.079649859
53,0.079087208
54,0.078549337
55,0.07798987
56,0.07748775
57,0.076954781
58,0.07639652
59,0.075843442
60,0.075316313
61,0.074775147
62,0.074261758
63,0.073762868
64,0.073234751
65,0.072721603
66,0.072257798
67,0.071731904
68,0.071244538
69,0.070770183
70,0.070273825
71,0.069815184
72,0.069328228
73,0.068904921
74,0.068411497
75,0.067904806
76,0.067484355
77,0.0670232
78,0.066520158
79,0.066078499
80,0.065628386
81,0.065176054
82,0.064753527
83,0.064312389
84,0.063850164
85,0.063378224
86,0.062928948
87,0.062530163
88,0.062078889
89,0.061645205
90,0.06124237
91,0.060804394
92,0.060384972
93,0.059981166
94,0.059543269
95,0.059154337
96,0.058752796
97,0.058367425
98,0.057971172
99,0.057582649
100,0.057188339
101,0.056802632
102,0.056516196
103,0.056200707
104,0.055830823
105,0.055478661
106,0.055104801
107,0.054703627
108,0.054330236
109,0.053949397
110,0.053609583
111,0.05325543
112,0.052953285
113,0.052618368
114,0.052275627
115,0.05193217
116,0.051567015
117,0.051202838
118,0.050884786
119,0.05056052
120,0.05021101
121,0.049881337
122,0.049557347
123,0.049247503
124,0.048940291
125,0.04862321
126,0.048319705
127,0.048006221
128,0.047699071
129,0.047375055
130,0.047069471
131,0.046750469
132,0.046423196
133,0.046130181
134,0.045832502
135,0.045561385
136,0.04528137
137,0.045002298
138,0.044762017
139,0.044456182
140,0.04419298
141,0.04393672
142,0.043647655
143,0.043408574
144,0.04316862
145,0.042924604
146,0.042633698
147,0.042384807
148,0.042152786
149,0.041929655
150,0.041640721
151,0.041372771
152,0.04112651
153,0.040871647
154,0.040615021
155,0.040395944
156,0.040128728
157,0.039858052
158,0.039590383
159,0.039354533
160,0.039085433
161,0.038843055
162,0.038599312
163,0.03839303
164,0.03814173
165,0.037914432
166,0.037690193
167,0.03743321
168,0.037210183
169,0.036960901
170,0.036703362
171,0.036473845
172,0.036288377
173,0.036148607
174,0.035960707
175,0.03578587
176,0.035573498
177,0.035356489
178,0.035174393
179,0.034973081
180,0.034770249
181,0.034600393
182,0.034374755
183,0.034170193
184,0.034026191
185,0.033824972
186,0.033639639
187,0.033476897
188,0.033276495
189,0.033104976
190,0.032911134
191,0.032733925
192,0.032549951
193,0.032402821
194,0.032222278
195,0.03203778
196,0.031839114
197,0.031663342
198,0.03147472
199,0.031287499
200,0.031114505
201,0.030969793
202,0.030797767
203,0.030602026
204,0.030463502
205,0.030334476
206,0.030174492
207,0.030050659
208,0.029875172
209,0.029723493
210,0.029574324
211,0.029427081
212,0.029296709
213,0.029144467
214,0.028974089
215,0.028788551
216,0.028648538
217,0.028490215
218,0.028354777
219,0.02821236
220,0.02804465
221,0.027900042
222,0.027753098
223,0.02762433
224,0.027478205
225,0.027359151
226,0.027245852
227,0.027111635
228,0.027009329
229,0.026890429
230,0.026758008
231,0.026647268
232,0.026516076
233,0.026414879
234,0.026299414
235,0.026213259
236,0.026100664
237,0.02596205
238,0.025837561
239,0.025713604
240,0.025568112
241,0.025452788
242,0.025350155
243,0.025218356
244,0.025095336
245,0.0249753
246,0.024885729
247,0.024809809
248,0.024689657
249,0.024557143
250,0.024434488
251,0.024320782
252,0.024219615
253,0.024086006
254,0.024005784
255,0.023965938
256,0.023844814
257,0.023736751
258,0.023636492
259,0.023510028
260,0.023407276
261,0.023287433
262,0.023175716
263,0.023066778
264,0.022959575
265,0.022853272
266,0.022748657
267,0.022667127
268,0.022587519
269,0.022509152
270,0.022399611
271,0.022321067
272,0.022213983
273,0.022127165
274,0.022049602
275,0.0219789
276,0.021885156
277,0.021834372
278,0.021736662
279,0.02163898
280,0.021540567
281,0.021434075
282,0.021340911
283,0.02126393
284,0.02121933
285,0.021141496
286,0.021052995
287,0.02099768
288,0.020914353
289,0.020819492
290,0.020755527
291,0.020678269
292,0.020577949
293,0.020511754
294,0.020407382
295,0.020357797
296,0.020266841
297,0.020201762
298,0.020121165
299,0.020020201
300,0.019960729
301,0.0198956
302,0.019840192
303,0.019777192
304,0.019708474
305,0.019631483
306,0.019586763
307,0.019530434
308,0.019452662
309,0.019371058
310,0.019288922
311,0.019245872
312,0.019181872
313,0.019117904
314,0.019048825
315,0.018998787
316,0.018937017
317,0.018901872
318,0.018826029
319,0.018784133
320,0.018709183
321,0.018662872
322,0.018582553
323,0.018507519
324,0.018433342
325,0.018387667
326,0.018395002
327,0.018333024
328,0.018261928
329,0.018222449
330,0.018177414
331,0.018124238
332,0.018082584
333,0.018006706
334,0.017944297
335,0.017882606
336,0.017868971
337,0.017791241
338,0.017771916
339,0.017732806
340,0.017683236
341,0.017661044
342,0.017615307
343,0.017570101
344,0.017487816
345,0.01744573
346,0.017397672
347,0.017381355
348,0.017320507
349,0.017275537
350,0.017205522
351,0.017168024
352,0.017124722
353,0.017076671
354,0.017009811
355,0.016980753
356,0.01693066
357,0.016887008
358,0.016844253
359,0.01677866
360,0.016737632
361,0.01668128
362,0.016653975
363,0.016616336
364,0.016586478
365,0.016539051
366,0.016493491
367,0.016444896
368,0.016431622
369,0.016387009
370,0.016365148
371,0.016300206
372,0.016250462
373,0.01621644
374,0.016176139
375,0.016113119
376,0.016054627
377,0.016007111
378,0.015946329
379,0.015909257
380,0.015870899
381,0.015818452
382,0.015811774
383,0.015754138
384,0.015730314
385,0.015718149
386,0.015679118
387,0.015702044
388,0.015664751
389,0.015612264
390,0.015552359
391,0.015537764
392,0.015501242
393,0.015458168
394,0.015410967
